55,38
56,57
0,3
9,7
4,17
21,55
17,14
37,57
53,48
9,9
27,56
37,2
33,51
62,67
24,5
19,65
25,11
39,54
59,41
21,10
46,65
57,55
50,39
49,40
27,54
33,42
14,11
4,19
35,58
48,65
69,64
37,60
27,3
31,6
41,59
61,41
5,6
56,53
57,67
26,3
18,19
32,53
47,57
11,23
57,37
27,4
35,69
49,37
30,9
67,47
53,38
59,54
60,65
19,5
43,69
53,65
39,39
41,61
35,50
8,25
60,47
60,59
35,63
37,53
68,65
28,43
56,63
49,35
33,23
6,27
45,37
3,16
13,3
45,48
44,63
27,55
9,6
59,33
63,60
15,11
4,11
41,69
25,55
13,48
28,67
25,68
25,41
53,56
3,25
29,6
65,47
51,69
24,11
27,59
22,13
48,51
7,15
11,7
63,64
60,69
64,65
41,33
15,4
3,28
69,68
69,47
33,61
31,65
55,55
57,43
32,7
66,45
25,60
33,63
6,5
30,49
43,67
51,44
30,3
13,10
37,40
53,63
39,63
13,6
3,5
39,41
22,17
59,49
15,8
31,68
55,65
61,63
34,47
62,45
33,39
57,51
47,41
39,65
56,65
1,14
49,39
57,33
51,58
25,53
40,67
63,37
38,69
67,42
43,66
7,20
63,52
53,66
18,11
24,3
57,53
64,47
22,3
44,65
35,7
4,29
65,68
16,19
26,53
13,7
37,31
39,37
33,49
37,48
42,39
56,61
11,13
13,9
15,26
3,11
8,17
37,66
33,45
6,21
51,41
52,67
13,26
43,43
7,28
27,50
31,49
49,52
36,61
3,27
45,53
15,3
67,51
49,67
17,1
2,23
35,5
47,53
13,20
29,58
25,7
45,56
30,61
18,49
57,65
23,59
67,34
63,33
44,47
64,69
6,11
57,44
13,17
50,35
49,45
35,65
49,53
4,1
3,10
31,44
47,38
49,60
66,57
29,10
52,69
59,43
40,49
13,14
67,56
33,48
11,5
28,59
63,51
37,63
23,49
48,41
28,51
41,42
36,63
36,57
39,44
47,35
1,32
11,1
26,67
39,45
32,59
62,53
39,57
9,12
23,6
55,47
51,37
68,61
58,27
13,23
2,5
33,56
15,1
1,21
13,16
53,57
49,61
61,55
46,57
59,61
23,8
41,68
4,13
58,65
45,65
55,50
63,69
23,3
29,48
51,60
45,41
19,1
7,29
17,3
32,49
0,11
36,9
43,42
14,5
6,23
3,8
29,7
39,43
64,49
37,61
5,21
29,67
13,5
48,37
67,39
29,3
53,47
39,60
17,15
29,17
62,33
66,47
66,39
3,12
59,67
62,35
31,7
15,5
58,55
52,45
61,52
24,55
11,27
39,38
38,7
55,59
59,69
34,61
55,57
35,46
35,41
14,19
47,29
8,15
59,45
69,59
43,59
16,9
1,25
39,49
61,45
5,29
42,69
35,68
31,55
59,64
67,41
1,5
31,5
39,55
61,48
59,53
65,39
17,16
59,65
65,33
33,66
23,48
3,3
29,52
27,67
55,46
6,3
43,45
28,49
9,15
43,39
64,45
45,36
25,61
43,51
65,66
28,1
30,53
61,56
42,51
5,9
52,41
23,22
61,59
51,61
51,55
65,65
31,3
59,59
61,61
17,2
67,43
25,52
9,0
35,38
8,9
47,55
51,51
56,45
23,7
1,23
67,63
25,65
5,8
20,13
19,2
11,9
21,4
37,59
53,51
43,46
38,53
65,43
63,58
63,47
49,66
11,6
61,66
47,65
7,21
7,19
34,55
44,61
40,59
19,0
59,57
5,15
32,45
32,13
55,49
34,59
1,26
1,19
45,44
23,9
4,25
61,54
69,57
45,49
0,17
29,65
45,61
32,57
29,1
9,18
63,43
1,20
31,51
31,67
5,7
43,65
60,45
1,3
47,67
17,62
59,55
57,69
1,2
64,61
21,15
7,1
9,11
10,21
52,63
19,9
37,64
63,45
41,43
69,63
67,69
37,68
5,11
17,8
33,67
27,12
13,2
7,30
3,23
42,59
32,67
43,61
49,29
53,60
54,43
4,5
13,15
46,63
55,61
12,13
41,57
55,42
5,26
15,12
53,61
56,67
29,47
19,7
67,49
33,11
15,7
29,51
5,2
9,25
4,21
62,49
34,67
23,12
57,47
54,55
11,17
2,17
51,35
41,62
14,27
59,68
37,55
25,67
61,51
27,45
59,38
57,36
10,11
50,67
7,9
39,12
43,34
67,52
37,45
59,62
37,41
64,35
5,19
8,1
58,51
37,67
35,43
6,31
63,49
45,58
67,67
15,17
49,56
35,64
49,63
21,11
68,55
45,35
57,40
37,51
11,14
39,53
36,53
59,37
17,4
56,69
28,7
57,49
66,61
69,58
52,55
7,3
48,45
26,21
21,24
32,5
47,51
47,59
28,55
35,54
28,45
10,15
33,59
27,57
35,44
57,60
7,22
37,49
9,19
60,61
13,22
47,68
61,42
51,65
44,37
61,49
8,3
49,41
59,36
39,47
1,15
49,69
25,43
45,39
55,67
5,5
41,51
46,35
20,7
15,15
65,51
9,21
21,17
25,49
35,57
33,57
61,65
51,67
11,11
44,51
15,19
49,59
34,7
33,35
53,62
33,69
16,29
5,13
11,4
57,70
30,65
42,57
60,43
59,48
10,3
19,3
58,47
18,5
21,5
21,8
61,57
67,68
38,41
23,5
24,7
5,14
19,12
65,63
33,4
57,63
3,1
53,68
13,13
5,17
2,21
6,9
61,67
63,63
4,33
43,49
40,41
56,55
66,63
64,43
49,33
64,63
17,6
15,24
29,66
29,53
50,41
44,41
49,21
27,7
5,25
12,7
49,55
11,15
57,59
36,41
47,63
67,44
61,35
19,13
3,29
25,5
53,49
38,51
7,5
39,62
38,39
9,10
9,3
51,59
13,21
39,64
41,37
49,49
33,65
31,1
51,64
37,37
60,29
7,17
11,19
48,31
23,11
39,52
66,35
45,55
41,55
34,1
39,56
53,21
40,9
7,59
14,39
37,18
28,37
5,56
9,33
63,4
7,51
69,26
67,2
45,11
1,57
67,16
55,13
30,17
47,21
11,41
13,60
15,9
42,35
60,9
19,59
47,50
65,13
67,9
12,65
13,53
2,53
47,23
51,10
41,18
20,49
1,46
21,53
27,63
23,67
31,28
9,41
41,11
53,24
25,44
12,55
53,1
37,36
24,31
25,36
45,6
33,25
4,61
5,35
9,63
3,41
7,41
58,1
19,68
23,39
9,57
3,34
69,19
21,49
37,1
41,12
55,29
2,63
13,43
47,22
49,15
17,31
13,34
49,7
9,58
51,2
18,41
29,57
29,21
7,68
63,10
50,7
49,8
18,39
11,33
23,60
67,20
12,29
47,47
49,3
29,41
49,16
23,50
28,13
61,13
23,55
35,29
45,25
23,63
43,15
45,3
63,18
12,45
50,51
37,15
17,35
45,27
51,5
11,36
35,14
21,63
61,27
60,19
22,47
17,50
10,41
46,13
47,1
55,2
38,3
15,47
19,26
45,7
65,23
53,53
47,46
33,33
25,19
59,15
14,69
9,23
11,47
7,61
67,4
53,25
7,35
56,37
53,29
25,24
35,11
7,44
3,60
21,16
47,5
31,17
7,62
32,25
17,67
15,39
7,55
55,17
49,10
27,42
47,10
55,18
51,54
63,19
69,37
15,36
61,37
52,5
69,29
37,11
13,45
11,65
51,47
51,13
65,25
9,24
21,60
41,9
27,25
49,22
3,63
21,57
53,39
27,70
19,44
58,19
39,59
15,37
57,39
17,41
47,34
53,7
15,53
35,13
11,25
53,67
60,3
65,41
41,21
33,10
1,39
24,69
15,45
68,15
39,30
69,45
67,23
59,35
38,1
60,17
5,61
7,47
3,68
57,25
48,15
27,61
49,5
37,35
54,27
15,25
19,39
33,16
35,20
47,0
17,27
59,34
46,3
67,1
18,37
57,15
63,17
17,63
69,27
38,15
50,27
59,29
6,37
29,20
6,51
68,9
59,9
19,51
50,15
7,64
24,45
61,9
17,23
11,43
53,23
1,66
9,66
21,59
69,13
30,57
67,31
30,33
17,65
27,1
51,29
29,25
60,25
17,17
18,35
50,5
43,35
5,38
45,28
19,55
9,46
8,69
45,13
9,27
58,11
37,16
64,31
37,32
27,27
56,25
38,21
1,38
20,65
41,14
7,60
49,31
66,5
63,12
1,45
33,40
2,33
5,23
14,31
60,21
23,45
70,3
55,15
23,33
44,7
57,1
51,23
45,47
61,11
48,7
19,43
59,31
51,49
15,27
21,37
33,5
62,15
45,15
57,21
43,13
48,43
68,29
65,7
47,7
27,26
39,26
20,67
11,38
23,57
20,37
52,33
56,9
0,65
38,23
11,21
61,7
4,43
69,4
31,22
31,31
25,69
11,69
35,33
23,37
61,25
35,25
15,23
39,33
31,41
31,11
57,41
15,62
39,10
50,31
59,1
5,33
3,69
47,13
44,1
69,18
39,1
63,21
63,22
63,7
65,35
27,65
68,39
9,47
63,55
51,7
21,65
3,56
31,27
7,45
69,17
27,11
25,57
43,19
45,19
59,3
53,30
69,31
14,59
55,11
53,35
50,23
29,26
33,31
6,33
35,37
45,9
51,9
2,51
3,35
10,25
63,15
1,42
60,13
55,19
11,59
27,36
65,31
69,20
58,5
11,55
45,21
43,29
15,31
13,44
67,15
45,20
3,57
9,51
29,9
56,11
43,16
2,69
25,39
57,19
51,19
33,44
35,16
69,22
52,1
17,26
3,39
51,53
41,27
69,15
39,29
11,53
59,19
41,28
37,13
33,37
15,66
52,21
47,33
65,56
27,28
11,22
46,21
20,45
57,61
61,12
21,36
15,46
14,53
37,8
54,7
41,63
35,27
11,30
19,61
64,5
5,64
63,13
10,39
57,23
5,57
26,29
26,59
1,44
31,69
45,14
69,6
14,37
7,36
11,52
3,43
36,37
61,21
21,30
57,13
24,41
2,41
65,58
1,61
33,19
15,51
63,6
65,15
1,36
53,13
19,17
42,27
15,50
25,16
15,35
19,69
1,63
45,26
28,15
21,25
9,55
25,23
57,17
69,25
25,64
11,66
23,27
53,17
33,21
22,33
5,32
13,50
17,70
49,1
6,69
34,21
11,63
28,23
5,51
11,54
69,39
57,16
52,31
56,29
19,52
13,69
66,37
15,64
23,40
3,64
55,16
13,68
23,38
41,19
42,9
43,33
61,10
56,5
63,3
13,61
10,69
51,21
0,35
29,16
13,59
5,65
42,37
17,37
31,45
51,25
36,33
69,49
35,1
32,37
7,53
26,57
0,49
51,12
69,33
16,57
65,17
64,23
54,5
69,53
51,43
25,1
3,46
48,13
61,29
13,37
11,40
59,6
17,47
16,33
67,11
17,54
5,67
27,29
56,39
13,56
25,28
44,33
21,29
58,15
17,60
21,69
13,49
15,40
18,21
29,11
53,20
9,34
51,15
8,49
51,50
22,1
28,31
35,19
60,27
35,10
32,35
35,17
3,59
69,7
57,12
26,63
39,34
12,63
64,39
15,42
13,25
65,9
69,23
39,13
57,34
64,19
8,37
4,53
11,67
67,25
1,49
43,21
13,33
25,47
21,21
14,55
51,57
33,12
30,11
20,31
41,7
21,67
42,31
19,38
37,3
35,15
4,35
53,32
1,51
3,51
36,29
20,21
43,47
21,62
13,67
3,48
10,29
10,33
6,61
24,23
13,31
60,1
49,9
25,33
49,20
5,49
1,59
42,1
47,31
45,29
1,69
33,28
61,1
63,2
33,43
1,47
25,18
57,9
55,45
43,7
61,23
25,25
19,47
37,20
13,65
19,28
8,57
13,47
54,35
43,8
11,51
69,44
23,62
15,32
11,46
67,32
27,49
49,13
21,19
36,3
12,41
15,43
69,46
46,25
33,34
1,55
63,28
51,28
56,27
66,9
26,39
31,37
17,56
19,45
70,33
44,23
33,17
65,1
43,5
63,39
41,15
56,1
55,53
17,69
31,33
41,29
19,27
1,65
25,34
51,52
57,32
43,37
21,39
45,10
29,24
69,9
19,48
29,13
61,31
69,40
26,47
60,41
16,45
67,17
8,31
62,19
47,32
53,50
63,27
53,22
19,22
0,55
37,27
15,57
53,5
43,22
53,37
57,20
53,6
11,68
41,25
33,70
23,47
57,3
55,33
51,34
10,45
39,27
23,19
47,18
68,37
29,69
9,36
31,38
15,59
10,27
55,9
25,17
15,29
57,45
67,5
27,23
52,9
65,16
61,17
24,37
34,13
67,18
25,31
19,34
17,59
39,31
7,37
21,56
6,49
49,43
55,39
22,23
17,7
61,15
21,47
17,57
5,43
7,54
55,20
3,61
69,54
3,55
57,7
21,1
31,25
45,5
23,30
20,53
27,14
40,29
17,55
7,42
67,53
7,33
50,47
54,25
3,53
9,65
56,23
62,1
29,29
7,57
31,23
5,47
3,33
1,35
10,65
8,39
58,29
13,41
55,35
58,25
63,11
17,49
8,47
19,67
13,55
37,17
67,37
69,34
9,45
29,18
8,55
17,28
40,3
35,28
19,33
27,32
45,32
5,59
37,23
21,41
9,54
39,6
21,3
51,33
3,50
25,63
3,70
69,14
47,27
63,14
5,45
63,23
63,29
55,7
12,59
9,59
25,27
15,52
55,23
69,11
5,58
53,41
67,19
35,3
47,28
63,57
65,37
33,22
17,46
45,69
65,55
67,13
47,3
49,4
69,42
14,1
67,12
31,13
37,33
5,46
23,26
29,33
51,11
65,27
69,5
64,15
63,9
37,19
19,21
19,41
51,1
12,61
15,20
22,63
67,55
4,63
20,43
23,52
53,52
13,57
55,31
27,38
11,35
6,57
37,25
43,25
27,39
17,53
65,2
43,32
31,14
28,63
65,57
47,2
7,27
14,63
15,41
51,27
19,42
29,30
41,16
44,29
57,29
51,24
41,23
1,41
65,8
23,51
45,45
1,31
19,35
21,31
30,37
1,43
47,4
13,52
23,69
37,30
63,1
13,27
37,29
5,69
55,12
36,27
61,36
17,44
43,9
21,33
7,39
58,9
57,31
65,14
5,37
19,37
28,69
9,28
4,51
3,31
67,27
59,14
49,11
27,41
27,15
19,57
11,32
69,21
9,43
46,9
49,12
24,19
66,33
27,18
29,15
69,41
3,36
44,19
39,23
51,26
62,21
53,15
64,11
59,13
49,2
15,21
47,48
69,3
48,27
1,58
21,61
12,43
54,15
63,31
5,40
21,40
59,30
24,63
33,32
59,11
21,45
14,29
21,9
35,18
51,3
18,31
37,5
19,32
13,39
6,43
21,43
19,18
15,33
61,24
61,43
65,3
27,17
49,65
65,19
69,51
27,2
55,27
31,26
4,59
17,51
61,6
33,15
34,31
33,18
33,27
4,41
15,63
66,27
29,31
61,4
65,59
53,3
67,3
31,16
22,69
19,58
68,27
53,9
55,34
3,9
45,1
23,66
57,8
17,33
31,15
61,19
38,29
51,31
35,21
40,33
42,13
41,3
27,34
39,3
43,26
27,33
31,46
18,47
41,1
59,25
53,27
37,24
5,39
10,61
45,33
40,1
17,29
39,9
40,5
19,29
52,47
33,9
30,41
19,53
17,34
41,35
27,20
41,24
13,63
27,37
30,23
69,36
17,68
19,15
57,35
31,57
55,37
39,35
41,17
57,18
45,12
20,19
31,39
58,3
29,19
3,44
27,21
17,39
27,69
35,9
19,23
53,36
11,31
45,57
41,10
11,37
45,17
63,30
26,1
8,51
65,26
63,40
25,13
11,48
2,57
15,61
67,50
19,63
63,35
13,29
47,9
15,49
53,40
1,67
63,25
23,1
24,57
43,1
14,35
39,7
40,17
23,20
25,35
11,61
30,35
40,25
22,55
47,6
13,51
27,13
29,37
47,15
26,41
21,23
9,53
43,2
22,39
35,31
38,11
55,43
9,42
65,21
69,50
7,66
23,29
41,5
10,57
44,17
40,21
20,59
9,49
31,20
57,11
23,28
1,33
70,27
59,32
7,69
25,26
45,23
44,11
4,67
35,23
31,29
31,9
0,59
39,20
12,31
15,55
37,9
57,22
31,35
57,5
36,13
47,19
53,31
41,31
23,31
70,11
44,5
57,4
29,23
61,33
53,33
45,31
23,43
22,27
27,31
24,1
39,25
21,34
50,43
47,11
64,7
11,57
14,47
24,43
25,15
57,27
54,3
67,24
7,43
13,1
29,43
17,43
67,21
37,21
33,24
61,16
9,62
59,5
17,45
65,54
1,48
2,61
31,21
31,32
61,3
9,37
29,27
20,63
11,29
31,43
55,21
55,3
54,9
66,23
39,11
61,5
5,55
31,64
30,69
59,23
7,40
43,23
37,7
59,7
11,49
69,43
29,39
45,16
53,19
29,28
67,29
58,23
25,29
6,53
69,35
23,35
69,24
17,25
62,31
68,1
59,21
3,47
23,25
61,8
5,53
23,32
43,3
9,67
39,15
67,6
13,35
27,19
53,16
38,25
53,11
11,45
43,27
13,58
29,40
34,9
47,49
15,65
18,55
23,68
52,13
23,13
9,61
51,14
21,51
23,15
55,32
23,23
21,66
9,64
59,22
17,64
14,43
31,19
7,65
68,53
65,11
47,25
39,19
35,45
47,17
59,27
49,23
66,21
1,37
32,19
29,34
17,58
51,18
69,1
1,30
7,63
35,34
20,57
66,11
47,69
5,66
23,41
46,17
18,61
22,43
21,35
33,30
34,3
45,51
16,37
43,17
17,52
36,23
49,19
49,17
29,35
12,35
59,17
27,22
23,21
65,30
43,30
28,41
3,67
13,19
64,25
34,23
35,26
5,63
43,11
49,25
45,24
19,25
68,31
42,19
51,16
52,3
19,24
69,10
3,65
25,37
26,31
67,35
5,41
7,49
25,21
20,51
19,70
3,37
3,49
39,14
16,41
14,67
42,7
66,29
9,69
3,54
24,47
11,50
55,25
15,69
12,25
17,21
67,22
67,57
53,18
5,48
39,21
65,5
55,14
41,13
67,33
48,21
27,47
33,13
19,31
65,0
43,31
62,25
18,65
23,34
23,17
42,23
31,30
55,1
23,14
21,27
6,47
1,53
67,7
27,35
16,61
68,13
54,11
65,53
35,36
19,49
3,45
43,4
50,19
38,33
55,5
7,67
51,17
33,29
67,61
39,17
11,39
52,27
64,33
10,51
20,25
63,5
54,29
2,39
41,2
6,54
46,24
58,42
11,58
44,52
20,4
60,37
61,70
47,70
46,34
14,49
29,62
66,4
55,70
13,4
40,26
12,22
41,6
26,10
70,19
22,49
30,12
38,13
0,32
58,63
4,36
12,70
25,22
44,36
49,32
70,25
33,36
45,52
4,15
10,20
33,38
4,46
34,52
62,41
38,18
30,0
52,51
28,10
14,34
37,14
51,56
47,30
30,18
37,42
32,27
6,15
44,28
14,61
40,28
30,38
9,40
49,38
56,41
51,42
24,70
6,70
4,70
18,3
8,41
50,54
24,48
36,60
17,30
0,22
1,70
1,12
2,25
27,24
22,15
36,59
0,36
32,8
4,55
42,36
41,52
6,26
9,50
41,26
58,38
64,70
36,47
52,44
8,56
16,53
32,47
5,28
39,22
46,59
67,14
10,28
54,62
8,48
6,52
58,39
54,19
10,43
16,65
60,70
4,37
27,58
58,34
28,16
58,35
60,14
0,16
24,24
10,23
15,44
44,70
31,34
34,26
62,42
41,48
10,50
38,14
12,69
20,58
3,20
44,15
16,32
28,54
23,46
20,24
0,54
50,68
2,49
12,20
70,51
14,41
8,33
9,56
3,58
54,33
18,6
42,20
24,30
22,66
16,54
16,51
42,54
58,31
2,11
1,52
62,40
53,54
28,33
26,55
61,44
59,8
40,56
30,10
44,40
14,28
7,16
37,58
36,55
14,3
36,16
42,62
57,30
24,2
24,27
38,46
43,58
32,61
28,5
44,27
12,67
14,9
11,24
40,35
11,44
34,68
16,38
12,2
17,20
13,18
54,47
62,60
64,21
32,43
4,47
9,30
11,60
48,40
29,38
63,34
18,46
46,51
56,59
6,40
16,27
61,14
1,56
6,44
0,7
16,58
16,60
20,52
4,12
25,62
14,46
4,68
62,52
41,8
4,57
28,3
8,22
26,28
36,64
32,34
61,40
34,25
58,33
48,59
24,14
21,50
12,19
35,66
36,7
40,31
6,55
35,8
33,0
58,61
8,52
61,20
22,60
6,28
56,70
36,28
12,37
16,48
58,36
8,36
26,46
43,70
21,64
68,41
28,44
38,16
42,25
62,9
56,28
54,49
60,48
7,18
42,22
63,44
7,70
15,30
62,12
51,32
64,46
42,68
42,48
15,38
50,56
60,60
38,60
30,40
17,22
46,26
35,32
6,7
21,70
50,18
30,46
54,70
6,66
36,49
26,16
0,52
36,66
34,70
48,33
2,59
34,65
62,58
32,20
44,25
8,24
58,4
30,63
24,62
28,56
2,37
20,55
21,14
32,66
58,0
2,65
24,42
40,69
54,2
31,70
32,17
4,49
35,56
4,66
20,39
24,33
10,40
48,25
48,9
50,38
20,42
22,61
12,68
38,45
47,26
6,46
38,64
22,37
32,0
31,12
40,39
36,34
3,22
0,20
19,50
21,22
25,4
38,35
12,38
57,62
0,39
50,58
68,46
8,30
16,68
28,34
50,36
23,36
30,30
50,16
35,4
26,4
8,66
59,58
22,28
53,44
18,28
40,62
60,38
46,70
58,62
20,26
6,19
60,15
1,60
66,70
26,52
45,42
30,52
14,32
12,36
65,70
50,34
26,22
28,22
38,52
26,20
19,54
0,56
61,50
70,2
6,13
48,61
2,44
12,32
26,66
48,36
9,32
21,68
27,44
34,64
64,20
66,13
3,26
44,16
22,25
42,56
23,4
5,20
5,50
64,30
16,55
15,56
26,56
54,46
8,40
26,24
32,11
44,30
45,18
12,6
32,15
68,12
6,62
40,50
22,31
32,42
22,19
26,33
35,52
48,24
62,23
42,2
12,64
52,24
6,45
25,14
50,6
9,48
54,39
68,56
50,21
56,46
55,26
1,6
63,56
43,64
8,4
64,54
33,20
40,11
55,8
18,20
43,18
28,27
64,32
65,28
24,65
22,35
40,64
68,0
50,4
62,5
18,52
68,5
28,66
30,60
44,22
36,65
70,20
7,50
32,51
66,44
42,65
33,58
24,66
16,20
56,34
45,62
19,14
30,22
14,33
18,45
53,58
49,54
66,10
63,36
40,24
70,12
4,14
52,49
18,29
52,62
22,18
34,54
26,48
25,32
28,50
50,28
38,55
58,56
20,28
8,0
5,4
39,28
27,48
50,45
70,24
38,63
38,8
50,33
14,21
22,16
54,66
32,62
70,37
61,46
22,0
60,44
10,48
20,56
58,13
6,30
66,18
68,7
46,46
68,2
47,42
10,24
48,44
52,7
14,58
60,24
32,54
44,24
21,58
56,16
20,70
68,28
36,6
18,58
60,31
7,32
2,43
30,1
48,67
68,17
63,70
43,28
0,23
58,10
46,45
32,30
40,70
34,30
32,29
0,12
39,8
56,24
6,63
64,8
10,36
8,16
13,66
34,20
66,65
63,8
42,4
0,21
7,6
31,36
46,1
64,58
2,64
30,13
32,44
58,50
60,64
42,15
66,52
44,66
60,58
22,54
44,8
56,14
59,20
69,0
52,58
60,50
10,9
62,61
70,38
14,4
29,2
0,44
34,46
49,44
4,64
46,30
32,58
18,32
44,58
64,12
35,2
61,2
55,4
52,20
60,0
50,46
67,26
57,58
29,50
10,7
0,57
46,23
9,16
40,7
42,3
7,56
40,58
9,70
8,2
38,54
37,12
46,11
44,68
54,53
52,25
65,4
40,0
37,62
62,51
20,5
22,30
20,44
30,34
16,15
7,58
44,48
29,68
67,62
21,28
34,38
46,22
48,23
12,48
38,61
16,12
7,52
1,4
28,25
68,30
0,69
0,62
0,28
42,67
54,31
24,58
22,24
34,5
50,65
10,47
10,60
52,30
61,58
47,44
17,24
36,68
66,40
16,5
54,37
14,13
55,56
38,65
46,8
34,57
36,46
50,14
40,6
13,36
62,16
14,38
54,16
68,69
41,0
60,34
46,15
57,68
62,7
69,56
12,21
30,47
30,39
24,64
67,36
68,10
22,29
40,42
66,32
12,40
64,53
53,14
30,64
0,1
22,51
30,70
20,60
25,40
10,13
69,30
0,51
36,14
22,64
11,0
44,43
10,0
35,24
2,34
54,58
64,36
14,2
40,40
6,14
10,37
12,12
54,38
46,32
46,10
43,56
56,51
30,20
45,46
6,18
31,42
30,51
53,34
11,34
39,66
38,34
44,35
36,18
62,14
13,54
6,24
54,8
22,4
0,13
40,32
56,3
24,68
23,24
22,41
24,22
55,0
68,20
54,28
8,65
55,36
54,40
2,45
44,14
2,32
63,48
8,61
14,57
36,43
38,24
42,30
8,19
0,48
62,24
32,69
60,62
15,48
47,8
54,64
52,19
58,2
10,52
66,49
30,44
34,0
1,68
23,16
9,68
57,28
33,2
42,32
38,38
22,10
46,20
64,27
46,49
6,29
8,35
10,56
48,64
57,48
4,42
7,2
6,38
45,4
40,51
51,36
64,42
6,50
6,48
70,34
68,48
61,68
2,9
18,59
32,50
39,4
60,52
60,36
14,23
24,12
28,20
24,10
65,24
36,58
46,40
58,8
54,45
20,40
3,38
25,6
2,14
4,62
2,16
51,70
11,26
38,49
63,16
17,18
36,10
58,12
60,7
14,45
30,24
63,38
55,44
53,2
26,62
3,2
8,43
8,27
28,39
62,56
32,55
56,56
50,53
48,42
70,68
52,53
26,17
67,38
4,16
9,14
19,66
66,6
4,18
70,0
18,16
56,17
61,22
12,50
19,36
63,62
51,62
22,42
30,36
66,69
4,0
24,16
66,34
14,25
63,66
54,21
48,1
6,67
19,60
32,31
67,30
48,12
54,50
11,2
20,11
21,42
12,4
60,67
36,69
8,28
20,48
62,38
12,16
23,10
51,40
65,6
50,32
50,11
43,68
38,6
23,56
43,0
36,48
26,6
28,2
24,59
49,46
38,44
12,58
14,51
2,19
17,40
62,11
38,19
56,50
43,44
22,45
34,12
30,4
3,0
20,1
20,15
67,0
50,29
26,44
24,20
32,36
62,68
60,66
54,69
66,2
12,49
52,8
55,66
70,47
17,0
28,62
64,16
19,6
24,32
28,17
70,30
28,53
8,32
20,62
70,50
52,15
14,12
2,62
49,50
41,36
40,65
34,14
21,48
56,12
58,44
14,52
44,18
51,30
22,48
24,18
33,26
68,6
32,14
50,69
18,53
16,21
59,28
28,18
45,40
14,40
41,32
28,52
48,48
50,44
52,36
42,24
64,59
45,66
68,26
0,18
59,24
4,39
40,45
14,56
1,34
16,18
36,35
33,14
10,34
2,28
0,34
26,27
56,48
17,38
41,20
46,68
57,66
26,58
62,34
70,52
14,14
14,42
70,28
52,28
40,16
70,36
18,22
25,56
5,68
50,8
10,58
18,62
3,14
