197784871445154, 238161325846838, 289027877182695 @ -80, 178, -152
392528959104867, 318163729609803, 145318677185877 @ -70, -62, 213
124975751600790, 312460277576658, 216888753733313 @ 136, -222, 153
177257709183444, 106276547659548, 243387213634725 @ 177, 239, 88
400945813502889, 376937487918098, 410322298450359 @ -158, -157, -161
154563776058084, 313955256047268, 101714259310785 @ 124, -108, 515
285525237519732, 173792333943060, 166896887341065 @ -69, 199, 226
155967420648823, 126331065637260, 68467182976326 @ 186, 285, 412
178480150935156, 305375446020036, 207617847903537 @ -94, -111, 190
449784431920584, 418774010108808, 304848205436757 @ -238, -222, -6
208427726338586, 432348123055257, 301421047281463 @ 111, -264, -13
307991611925752, 285083195523900, 272954045216213 @ 6, -21, 50
284259394981781, 342378006680820, 390664826708194 @ -202, -171, -342
390534769909485, 268664640164971, 452127970610856 @ -224, 10, -290
248566771695947, 256770896367571, 286737407017328 @ 50, 26, 14
324797249726889, 88383704996928, 230129142964410 @ -20, 249, 108
183588717993153, 397995874846347, 129468660629964 @ -62, -516, 532
314767748388235, 228952382912349, 359987065987427 @ -40, 66, -93
379035713057055, 79665185256357, 221669853085938 @ 10, 180, 120
163563614880774, 292928194197174, 190207631161185 @ 132, -36, 201
149247398649436, 283240134840086, 236477454257889 @ 29, 11, 25
322187014104468, 288512869105974, 313703668678821 @ -155, -25, -67
436194401455500, 119522660322996, 560616297219489 @ -47, 141, -215
318244698737196, 312171515043564, 284274975558057 @ -10, -58, 34
218549125817763, 21096654315252, 328562644317159 @ 34, 565, -117
225868642074420, 249663169913772, 168324511194645 @ -71, 91, 276
304680377888406, 317144686205670, 181770012301071 @ -142, -86, 204
243246025938711, 240235031322548, 271771389104524 @ 58, 53, 38
447650797024081, 328890876224120, 205438000168954 @ -102, -71, 138
283840453432166, 295632510005332, 415276457777677 @ 48, -35, -133
387963720893616, 279041959463070, 360450163881591 @ -17, -16, -26
321941295718884, 277044742323104, 301633106466251 @ 37, -13, 30
192366160775836, 286062853343460, 253335033937521 @ -16, -15, 7
185918883086276, 295863701981400, 234589688812217 @ 21, -48, 75
270953466705778, 288773688022130, 289186690560157 @ 54, -26, 27
278383849769784, 138712884422556, 193553393941045 @ -68, 279, 176
122893514160444, 271597411711088, 278001576812955 @ 157, 121, -353
176345811927809, 315369910816718, 271564945866580 @ 30, -121, -64
227162627755431, 238781038353393, 290684812059591 @ -86, 128, -93
256026292948414, 312953127314295, 245843602041094 @ 107, -54, 92
329787773506278, 132539235844270, 355790284641845 @ 64, 124, -9
153055563375504, 247390665548828, 278175071120065 @ 190, 55, 9
205338294571383, 206636011368930, 276185393826915 @ 50, 167, -9
166139619393314, 245767184801915, 298224859225559 @ 207, 26, 27
184578922721808, 378808795189944, 299100656228115 @ -165, -545, -334
232276788838913, 249534637832998, 277338175773309 @ -64, 83, -35
140281527306384, 277203155310618, 215785023894705 @ 15, 74, 161
125895940497717, 289148791789134, 219122385224471 @ -20, -21, 147
222155415164452, 279343831751648, 313610122440516 @ 53, -7, -62
268297572830532, 392785623334524, 149024465446101 @ 85, -151, 207
225844552430008, 297000749298024, 338125014190069 @ 89, -39, -67
195111276358279, 291442510023553, 250306970834570 @ -36, -34, 14
302574497621359, 280161527590225, 200990442398425 @ -118, -8, 161
351074137433244, 2931869440578, 47966860472955 @ 17, 280, 306
255674684941908, 203779546926636, 357692511345117 @ 33, 115, -106
372818488317164, 160016949117932, 387528673761549 @ -13, 115, -62
181217048415774, 222596593650396, 287832070670676 @ 7, 221, -128
402092593050376, 247922330486591, 225079592544760 @ -55, 20, 116
281560368230596, 360962436450308, 263111613976001 @ -135, -197, 20
301052051780046, 299333163338733, 213447165338292 @ -17, -42, 132
132876663294574, 295057614422228, 237419973493015 @ 30, -83, -48
121823183063444, 86262115700488, 280558643835505 @ 233, 638, -75
223674498499072, 406097043832668, 238145291227707 @ 99, -207, 94
525570159274532, 278366128191076, 460521552212225 @ -210, -14, -159
351050888894319, 415122842777688, 283466198309355 @ 22, -159, 55
200946715416074, 197528936776304, 347269427678057 @ 122, 127, -91
319677905840812, 504595133263820, 440012488189109 @ -169, -481, -342
327181907573547, 317772274391438, 382923293306708 @ -110, -77, -166
297042895570646, 164164378608658, 418558815271605 @ -9, 163, -179
183538004584866, 302454435799911, 237854303358288 @ -77, -88, 40
219347195013932, 298489865843774, 290208712279501 @ -7, -50, -57
119237614879054, 285841411143288, 225293823740125 @ 99, 33, 45
174842456729360, 251300903172920, 269898970570373 @ -24, 146, -102
438201419228916, 357562015210260, 331906889354565 @ -227, -131, -49
249738204491524, 223870137276308, 433331009506295 @ 53, 77, -216
127451203617054, 264642017340693, 197984420201280 @ 155, 132, 266
248527785189316, 313786516399748, 302527174897153 @ -127, -97, -115
173612714838078, 376895740825026, 253479808751585 @ 118, -240, 41
389168192299914, 285087759822163, 293944755936200 @ -41, -22, 38
184231782453369, 258394556934738, 122067145643205 @ -40, 103, 533
381786860663880, 334750360792701, 198513690608688 @ -7, -74, 144
368289321181923, 107662016373516, 44745013800831 @ 14, 157, 299
328803870456894, 244787304136191, 266001372171609 @ -73, 44, 49
144760749843651, 297182629305831, 281969388648186 @ -12, -88, -366
170175091313724, 301514452292172, 223963719056889 @ -78, -96, 102
270855370146153, 550201655064669, 370074763835739 @ -34, -526, -165
336004962312988, 311907192968888, 298623654045837 @ 23, -52, 34
316492880180318, 438684089858526, 345894812228969 @ 51, -189, -15
138999631921164, 278049877562548, 187915907408845 @ 31, 65, 384
286261975493264, 403076292131350, 399910793346739 @ 17, -193, -141
274275045092004, 104939696439390, 169849465575846 @ 117, 151, 170
274478365375402, 314171451530358, 228056759655216 @ 75, -57, 112
169490235293208, 205912171529286, 228989947647291 @ 35, 304, 88
301313091597347, 342782522756070, 503200466811455 @ 38, -93, -229
343523942106892, 326065422953079, 269406393876293 @ -51, -78, 53
228121890663791, 97824178380111, 280740814503983 @ -6, 426, -21
399208991276364, 44590477071108, 109425160674297 @ -8, 213, 230
173169125181118, 337353723455090, 232561653855961 @ -6, -236, 69
414653839181904, 469623461355649, 343167407442489 @ -143, -274, -47
457692755849724, 221158091758368, 271534936104111 @ -183, 63, 54
243667545719964, 246118004141028, 297150278264145 @ 40, 49, -13
153547449132644, 285267883335813, 220938468645650 @ 117, -12, 120
227522832774198, 66854022806478, 346422580613412 @ 79, 343, -88
123318720653261, 306766121089230, 226874676161404 @ 116, -213, 54
306964005010657, 470477903124681, 219775487363779 @ -174, -438, 123
241525309223094, 272735746453158, 241039544625965 @ -128, 24, 59
111512132847122, 301536460981324, 240370970523481 @ 228, -215, -187
251572324598542, 396565645723108, 292254465734054 @ 63, -187, 14
253994448218356, 367797757215040, 45614410626669 @ -15, -184, 472
123564561345906, 230822207724990, 208123245779091 @ 94, 680, 272
289224141978585, 148002059542635, 169201353533013 @ 38, 160, 189
364194300019070, 191175059612464, 378147085013607 @ -30, 91, -68
412814215902576, 383502681688218, 313443187899603 @ -225, -182, -32
405842438080899, 192594303533463, 261104882296785 @ -76, 88, 73
352645969593595, 319085643016553, 328845060816257 @ -12, -62, -7
403071969419431, 366884693332908, 316093892020573 @ -180, -147, -27
270992879754009, 265261663622028, 264088067130600 @ -206, 45, -8
280096576419597, 179726822999808, 327295603819737 @ 58, 113, -15
331472103984276, 211347939340308, 236287104517041 @ -37, 83, 99
127956705836266, 51650904405709, 12175846867459 @ 243, 386, 483
441415784591754, 177047637257208, 243147164933661 @ -108, 103, 95
111872617053224, 254008859284621, 259122415851085 @ 257, 176, -99
163731108603690, 172516776933792, 186815379063387 @ 30, 495, 272
285852984067832, 321064421299557, 188179628740934 @ -111, -96, 192
219899708094225, 297255743445807, 317866926036774 @ 90, -40, -42
294972746749235, 191976174540635, 529584213819733 @ -54, 146, -427
131745985334201, 74334783621777, 28052621855818 @ 248, 240, 360
290285085394220, 281149753631034, 245715093350367 @ 81, -18, 94
297407296572712, 247050721543949, 242282643232506 @ 41, 26, 94
375830447894126, 371394423241832, 315615654345239 @ -30, -121, 12
212427764005155, 408482119743801, 147775784819007 @ 40, -298, 287
216000528893572, 328639043848580, 301374779267601 @ -75, -155, -143
299417908940219, 241010617847288, 280017186759155 @ -180, 89, -21
239630632178868, 284976703659732, 284774941951465 @ -71, -15, -49
428791978611744, 203617956204588, 361870543279230 @ -111, 77, -50
172359881927082, 321669655881500, 364708002016537 @ -89, -211, -703
298986261980274, 129020926627515, 461071423318068 @ -33, 234, -270
447200382093752, 376250023707103, 465589662274065 @ -55, -112, -119
141986993932810, 140699264280756, 298973762002785 @ 174, 429, -119
180255631633068, 285816585183956, 273644568523715 @ -35, -11, -109
325782178400430, 135704255162880, 24135863556867 @ 48, 135, 328
349016188316904, 332077594949154, 314135725885326 @ 17, -73, 20
205153853136414, 288581039522874, 157980758961753 @ 172, -26, 189
210775702318890, 455042687992626, 404004795675351 @ 24, -436, -332
279951860197256, 255404000916120, 332153597572121 @ -40, 36, -85
200996337792004, 187369690398084, 458966585729281 @ 92, 177, -355
136307446534557, 272199874227918, 279238692674742 @ 164, 43, -116
550909316773830, 337117114657827, 232793143494562 @ -197, -78, 108
382310025001419, 270517187946663, 169123942224480 @ -26, -6, 178
275388687381974, 226152976227718, 269032325587893 @ -13, 83, 37
209673803260266, 266275142003532, 266466122903571 @ -37, 45, -21
164934656833122, 282006968807862, 229287635038741 @ 28, 6, 83
379580768562877, 317176724665073, 130518011831571 @ -66, -62, 235
290459365430094, 342765310047838, 303646666874155 @ -17, -113, -13
163447265626818, 443656097026193, 222303585604982 @ 43, -682, 114
405313858272379, 204010646455121, 257202382023097 @ -178, 104, 65
422659058170132, 401746798813948, 460377392740591 @ -115, -167, -178
133444165348728, 201763049380494, 288604925265459 @ 239, 106, 18
106473419377620, 50451563918772, 246653752724433 @ 280, 350, 80
174121409676891, 270674148087029, 278685236891477 @ 64, 34, -67
171823955955694, 316694853209238, 231791964383255 @ 32, -132, 78
260440517718208, 293039127874936, 237454004720008 @ 105, -31, 102
477479812815169, 295719226979516, 484856995674445 @ -198, -35, -219
210885150412920, 265959892267716, 277060875790365 @ 68, 21, 6
247691524224231, 206017588288228, 354754164228682 @ 10, 133, -136
349531458052309, 279152703128938, 304491414426810 @ 44, -17, 40
258699283396533, 244044053202236, 479977269589363 @ -14, 61, -381
368419720280954, 213077580485903, 375491525877885 @ 15, 50, -35
368359482108805, 276938463575491, 319237362482943 @ 8, -14, 19
231773269756038, 323018130216816, 296319685745647 @ 34, -93, -28
387341264732292, 289502736377988, 203220796273077 @ 5, -27, 138
236067436014778, 62693609266136, 349240847094177 @ 134, 227, -23
424411221646508, 230847941181580, 269681048557249 @ -84, 40, 65
157391625464718, 273639971939388, 153080768601069 @ -32, 73, 547
