29232,25950,5116
90396,85775,83415
987,41176,12169
25351,23019,99068
84165,66261,39979
71164,98080,26458
68999,72238,14354
98105,65623,52349
27023,36286,23542
6777,66706,17268
93963,97370,46523
50777,11306,13154
94909,13426,24855
96134,89349,45314
32634,68346,33763
93939,74136,7206
78139,10700,724
19229,787,81379
27309,74150,95291
68002,4902,51405
80401,34281,2173
64259,81231,38720
64711,10444,84536
90312,35002,25636
14463,42942,74329
12532,94085,41276
72444,85268,82813
47471,62388,9829
11967,62751,59689
65526,76838,88326
8331,82117,393
37687,64321,79399
23568,47613,63204
10843,32500,32887
64882,75842,31597
73429,20134,54213
61627,10069,63288
45759,37000,93308
67738,82760,290
79088,51089,66433
23616,86620,38320
53630,5309,29885
70959,57620,40958
49441,31944,98799
85562,11856,66870
46071,58336,6569
57353,77558,84472
64630,9071,86888
74753,99706,81166
96793,40617,42569
13290,69922,50680
8254,17925,33965
96739,16829,47527
47327,40067,39716
25272,7142,9958
83468,34323,54403
24048,14117,53817
11578,60056,28849
24261,11206,7823
98993,54210,10820
75444,87962,96307
63999,40998,467
16192,48201,69831
46411,62870,74310
91227,40771,95427
591,91172,16430
63671,54112,82345
18614,17817,56787
65635,62927,82811
74734,52586,25190
14663,92190,55033
37121,86791,95634
98150,54031,75283
14176,84077,51531
3664,30261,34737
80148,15067,64989
10356,37675,96055
77089,22307,7060
29704,49144,99139
96219,92614,81876
89027,19080,82268
73095,82393,83469
7378,25802,59221
30626,48742,46417
26759,77764,94612
53414,37094,94332
29788,95719,8843
34671,57902,64137
23136,15394,21762
85276,97785,70843
56524,91605,43292
20837,28390,21554
74863,12988,29650
86191,52360,49315
85988,42853,77819
10577,89428,97850
32544,59528,69777
59738,43607,38801
17742,28735,45676
3533,46571,17171
37441,11687,38192
88057,13370,74963
39999,95010,98282
84402,24868,35267
93182,21581,78442
50030,1357,48481
52472,41858,90862
6595,2976,29587
36761,14020,88603
36985,98845,13840
22859,54802,29970
28859,78276,27544
79379,18151,19531
73248,99511,17021
84203,16514,79216
11903,20539,14230
14042,49708,14570
52314,17172,18501
80308,82807,9208
58214,70965,12729
1680,6262,70483
40961,32010,80111
13224,69637,76761
97883,80319,68463
6348,36956,16109
21424,42796,65141
28609,3014,85224
84496,57949,17200
95270,29756,30695
62679,4003,69049
87868,71538,65785
98717,38457,73342
49437,15028,3139
84524,25442,99470
81172,55676,96346
20082,79807,14085
81380,35554,74606
73190,25409,81347
31880,97394,65319
15015,83448,82900
76450,31539,38487
61591,99726,16847
87890,43970,42442
59360,70749,73155
67214,64353,48998
69050,63449,25179
70473,49968,1824
68552,89517,48073
36874,59935,81340
441,67033,89617
6833,34888,20626
52945,9897,60023
84654,39838,13028
63416,69202,92551
98481,67023,31239
17668,53352,51880
9179,22501,25077
56829,24135,19217
88855,61175,30232
78087,20863,41559
96633,40587,53450
67738,30149,25040
64663,91258,81147
11629,97089,67135
59523,54770,6869
81893,82059,15457
44339,93319,44118
52037,9062,42385
44215,41273,9782
47342,70212,77124
61324,51970,67238
61734,55503,5903
29390,60971,27305
83239,66347,8815
59275,974,63586
63527,92200,37471
72928,10186,37845
6268,75944,74536
76368,46314,63603
31794,6671,7379
74572,19634,49679
51455,54671,70024
62622,46604,9772
71484,44696,89656
62578,37753,21955
75715,24389,55589
20374,4371,10450
92587,32310,20373
61618,83501,72221
77130,55763,62698
4510,58406,64970
42353,19731,22009
24855,35943,77644
40853,61014,18901
27352,14640,66254
91319,39192,39407
37143,38794,31433
33690,76705,68319
70888,86883,13775
57263,52247,77083
11275,89360,80571
88292,63255,46173
73255,10433,19309
46184,84180,12714
85803,78958,3516
82900,96194,19964
71667,48841,97860
9728,44348,56785
96651,24067,60222
14055,21294,57850
29258,18401,34594
61886,7578,27318
23666,90760,82507
25036,43529,79937
43291,69190,80935
83576,71984,51432
2981,91810,57852
2760,64305,49662
33590,63887,50321
6450,8481,30384
16518,92135,51863
61132,56413,98175
68577,4143,55785
8485,29308,76297
7611,99332,34599
20907,11326,94265
27787,30109,28971
5516,44064,36536
38242,21244,19321
61855,3916,58029
10342,40806,41746
94139,8592,55178
16711,59107,80432
7364,85922,40216
77226,67263,43154
11737,30250,2449
53719,28118,85880
71558,46385,24623
2621,29348,5663
39810,87498,19683
62005,59221,87703
78303,40291,67088
13157,74351,96918
46958,45098,36284
7997,56994,28246
20662,78538,87009
63440,42269,20960
74446,22856,31116
4290,59217,30492
69948,39594,13101
61150,88204,36569
10168,56764,1850
18053,59021,79912
39529,98196,95575
81345,44159,33956
13394,57338,84813
23844,65319,89884
19895,10831,10281
69802,71539,14086
58836,91576,69574
65687,23355,16463
6545,20416,38059
34494,83172,78680
41566,19464,74607
61958,22652,86794
84888,87011,7859
901,91837,37585
8058,75053,93161
50989,57347,96823
11670,50766,40693
50414,82321,26639
8715,96605,48229
79460,6259,85523
59610,46472,92244
60017,17531,40291
56028,85428,10483
88409,18273,26374
22938,61200,88051
40787,49180,5914
32980,60909,63493
1165,53158,83675
32508,2770,80403
28154,10447,6851
30340,10063,50040
76034,88580,70463
39150,56968,18854
91711,29080,99242
3380,54339,18992
67813,9846,76039
60780,13296,78734
22159,29701,30960
25772,56524,92535
42924,1251,83923
92359,86185,67929
19809,47119,77787
87026,58711,39122
67941,5105,27266
9987,31587,39009
28764,96890,2104
69630,68629,72754
20013,94303,454
27109,71211,1089
